year,fdi_inflow_usd_billion,note
2025,107.5,"Declined 8% year-on-year; UNCTAD reports this as the third consecutive year of decline in FDI inflows to China (i.e. 2023, 2024, and 2025 all declined vs. the prior year), but does not give the 2023/2024 absolute values in this publication."
